Dep,Nom,Population 2010,Surface en km²,Longitude,Latitude
21,Darcey,347,18.91,4.56667,47.55
21,Massingy,160,9.49,4.6,47.9
21,Nolay,1496,14.3,4.63389,46.9517
21,Bessey-la-Cour,72,4.59,4.61667,47.1
21,Saint-Martin-de-la-Mer,293,23.22,4.23333,47.2333
21,Fussey,112,7.73,4.83333,47.1167
21,Millery,377,20.86,4.33861,47.5281
21,Nicey,130,23.86,4.31667,47.8667
21,Le Meix,45,10.61,4.94167,47.6
21,Voudenay,190,21.45,4.38333,47.0833
21,Perrigny-lès-Dijon,1478,6.71,5,47.2667
21,Origny,36,5.16,4.63333,47.7
21,Sennecey-lès-Dijon,2189,3.42,5.1,47.2833
21,Saint-Prix-lès-Arnay,247,11.29,4.5,47.1167
21,Allerey,167,18.99,4.43834,47.1895
21,Boussenois,105,12.49,5.21667,47.6333
21,Vic-de-Chassenay,230,26.47,4.26667,47.4667
21,Duesme,54,13.33,4.68333,47.65
21,Magny-sur-Tille,833,10.56,5.16667,47.2667
21,Cussy-la-Colonne,54,6.09,4.65,47.05
21,Étrochey,229,3.21,4.53333,47.8833
21,Thorey-en-Plaine,1022,5.82,5.13333,47.2167
21,Villargoix,169,17.45,4.3,47.2833
21,Mont-Saint-Jean,248,27.66,4.4,47.2833
21,Bussy-le-Grand,317,29.69,4.51667,47.5833
21,Thoires,74,10.22,4.68333,47.9333
21,Brazey-en-Plaine,2505,25.55,5.21667,47.1333
21,Bligny-le-Sec,161,16.61,4.73333,47.4333
21,La Bussière-sur-Ouche,147,20.65,4.71667,47.2167
21,Rochefort-sur-Brévon,45,11.98,4.7,47.7333
21,Flavignerot,165,6.29,4.91667,47.2833
21,Viévy,339,32.88,4.45,47.05
21,Santenay,838,10.36,4.68333,46.9167
21,Santosse,49,7.93,4.63333,47
21,Fontaine-lès-Dijon,9114,4.49,5.01917,47.3434
21,Benoisey,77,5.8,4.4,47.5833
21,Rouvres-en-Plaine,1013,14.65,5.13333,47.2333
21,Bligny-lès-Beaune,1224,7.3,4.83333,46.9833
21,Le Fête,49,3.11,4.51667,47.1833
21,Bierre-lès-Semur,88,8.28,4.3,47.4167
21,Sincey-lès-Rouvray,117,8.73,4.13333,47.4333
21,Ladoix-Serrigny,1805,24.96,4.88667,47.0662
21,La Chaume,116,33.1,4.83945,47.8792
21,Meulson,38,7.85,4.7,47.6833
21,Belleneuve,1556,14.47,5.26667,47.3667
21,Saint-Aubin,257,9.42,4.70945,46.9503
21,Marcilly-sur-Tille,1596,7.27,5.13333,47.5167
21,Corrombles,239,11.46,4.2,47.5167
21,Gurgy-la-Ville,39,12.77,4.93333,47.85
21,Baigneux-les-Juifs,258,12.47,4.63333,47.6
21,Beaunotte,20,8.5,4.7,47.6833
21,Noidan,87,7.87,4.41667,47.35
21,Sacquenay,262,22.13,5.31667,47.5833
21,Arc-sur-Tille,2479,22.71,5.18333,47.3333
21,Chaignay,524,25.05,5.06667,47.4667
21,Brion-sur-Ource,229,14.01,4.65,47.9167
21,Grosbois-en-Montagne,115,14.16,4.6,47.3167
21,Moitron,62,15.38,4.81667,47.6833
21,Fauverney,684,8.68,5.15,47.25
21,Échevannes,225,11.45,5.16667,47.5333
21,Labergement-lès-Seurre,974,28.83,5.08333,47
21,Diénay,296,15.39,5.06667,47.5167
21,La Rochepot,280,13.91,4.68333,46.95
21,Busserotte-et-Montenaille,33,6.56,4.97667,47.6631
21,Saint-Maurice-sur-Vingeanne,214,17.38,5.4,47.5833
21,Morey-Saint-Denis,697,7.83,4.96667,47.2
21,Braux,175,12.84,4.43333,47.4167
21,Aiserey,1352,10.5,5.16667,47.1667
21,Nan-sous-Thil,191,10.99,4.35,47.3833
21,Aisy-sous-Thil,221,8.3,4.28333,47.4
21,Terrefondrée,66,13.89,4.86667,47.7333
21,Éringes,64,6.01,4.46667,47.6
21,Chazeuil,221,18.55,5.27084,47.5598
21,Fontenelle,139,10.14,5.37473,47.5017
21,Prâlon,76,3.09,4.78333,47.3
21,Saint-Seine-en-Bâche,287,8.38,5.36667,47.1167
21,Mussy-la-Fosse,76,4.45,4.43333,47.5167
21,Athie,90,5.92,4.25389,47.5662
21,Juilly,39,4.46,4.4,47.5
21,Tarsul,172,9.57,4.98333,47.5333
21,Courcelles-Frémoy,127,11.47,4.16667,47.45
21,Bure-les-Templiers,133,35.03,4.9,47.7333
21,Fénay,1465,10.46,5.06667,47.2333
21,Thury,293,13.27,4.52417,47.0337
21,L'Étang-Vergy,201,2.65,4.88333,47.1833
21,Semond,34,5.97,4.6,47.7167
21,Villers-la-Faye,407,5.84,4.88333,47.1
21,Saint-Martin-du-Mont,451,37.84,4.78639,47.4331
21,Ternant,105,16.35,4.85,47.2
21,Griselles,90,12.37,4.35,47.8667
21,Châteauneuf,84,10.06,4.65,47.2167
21,Aubigny-la-Ronce,164,11.79,4.61667,46.9833
21,Messanges,240,3.05,4.8725,47.1623
21,Pouillenay,568,15.04,4.46667,47.5
21,Veuvey-sur-Ouche,206,10.04,4.71667,47.1833
21,Mirebeau-sur-Bèze,1977,22.19,5.31667,47.4
21,Grancey-sur-Ource,207,23.94,4.58666,48.0074
21,Arceau,708,21.6,5.18333,47.3833
21,Prusly-sur-Ource,177,15.74,4.66667,47.8667
21,Chassey,86,6.65,4.45,47.4833
21,Torcy-et-Pouligny,162,10.31,4.21667,47.4833
21,Talant,11475,4.9,5,47.3167
21,Magny-Saint-Médard,256,10.87,5.25,47.3833
21,Pasques,295,20.41,4.86667,47.3667
21,Remilly-sur-Tille,744,9.8,5.21667,47.3167
21,Saint-Rémy,826,13.82,4.29806,47.6367
21,Daix,1362,11.8,5,47.35
21,Saint-Anthot,57,4.11,4.65,47.3167
21,Neuilly-lès-Dijon,1869,4.62,5.1,47.2833
21,Villars-et-Villenotte,156,7.52,4.38333,47.5167
21,Cessey-sur-Tille,594,11.54,5.21667,47.2833
21,Champrenault,29,4.18,4.68333,47.4
21,Collonges-lès-Premières,769,9.42,5.26667,47.2167
21,Asnières-lès-Dijon,1208,4.55,5.03333,47.3833
21,Villebichot,377,10.36,5.05,47.1333
21,Fain-lès-Montbard,301,7.48,4.38333,47.6
21,Boncourt-le-Bois,278,7.58,5,47.1333
21,Jeux-lès-Bard,51,3.25,4.25,47.5333
21,Poinçon-lès-Larrey,206,10.42,4.45,47.8667
21,Marsannay-le-Bois,774,11.94,5.1,47.4333
21,Chaumont-le-Bois,85,7.54,4.58333,47.9167
21,Meilly-sur-Rouvres,184,14.91,4.55,47.2
21,Sainte-Colombe-sur-Seine,947,16.16,4.54112,47.872
21,Frôlois,181,34.77,4.63333,47.5333
21,Poiseul-lès-Saulx,63,15.13,5,47.5667
21,Cuiserey,154,6.33,5.31667,47.3667
21,Épagny,302,12.39,5.06667,47.45
21,Nod-sur-Seine,248,24.86,4.56667,47.7667
21,Chevannay,52,7.16,4.65,47.4
21,Dompierre-en-Morvan,226,15.01,4.23333,47.4
21,Marsannay-la-Côte,5108,12.85,4.98333,47.2667
21,Saint-Pierre-en-Vaux,133,10.86,4.53333,47.05
21,Sussey,251,21.11,4.36667,47.2167
21,Urcy,159,7.93,4.85,47.2667
21,Marey-lès-Fussey,64,3.97,4.86667,47.1167
21,Larrey,98,18.51,4.43333,47.8833
21,Saint-Victor-sur-Ouche,247,12.77,4.75,47.2333
21,Montberthault,261,12.12,4.16667,47.4667
21,Quemigny-sur-Seine,115,21.34,4.66667,47.6667
21,Flagey-Echézeaux,499,8.06,4.98333,47.1667
21,Arnay-le-Duc,1630,11.95,4.48333,47.1333
21,Saint-Romain,234,19.65,4.7,47
21,Orret,24,11.37,4.68333,47.6
21,Belan-sur-Ource,266,20.44,4.65,47.9333
21,Plombières-lès-Dijon,2812,16.21,4.96667,47.3333
21,Pouilly-en-Auxois,1555,10.12,4.55,47.2667
21,Barbirey-sur-Ouche,266,10.76,4.75,47.25
21,Ruffey-lès-Echirey,1193,11.12,5.08333,47.3667
21,Saulon-la-Rue,650,4.53,5.06667,47.2167
21,Poiseul-la-Ville-et-Laperrière,165,21.64,4.66973,47.5623
21,Curtil-Vergy,116,2.7,4.88333,47.1667
21,Hauteroche,73,13.28,4.58333,47.5
21,Lacanche,594,7.16,4.56667,47.0667
21,Chailly-sur-Armançon,264,18.65,4.48333,47.2667
21,Vannaire,62,3.5,4.56667,47.9167
21,Dampierre-et-Flée,122,9.45,5.36667,47.4667
21,Marey-sur-Tille,327,30.15,5.05,47.5833
21,Molphey,148,7.58,4.21667,47.35
21,Touillon,442,36.98,4.43333,47.65
21,Ouges,1166,12.1,5.06667,47.2667
21,Licey-sur-Vingeanne,110,3.39,5.38333,47.4833
21,Champagne-sur-Vingeanne,292,13.25,5.4,47.45
21,Flavigny-sur-Ozerain,305,27.79,4.53333,47.5
21,Viévigne,213,13.43,5.23333,47.4333
21,Massingy-lès-Semur,193,8.43,4.4,47.5167
21,Montigny-Mornay-Villeneuve-sur-Vingeanne,373,30.83,5.43778,47.5653
21,Couternon,1662,6.81,5.15,47.3333
21,Corpoyer-la-Chapelle,20,4.16,4.61667,47.5333
21,Civry-en-Montagne,99,7.7,4.6,47.2833
21,Ampilly-les-Bordes,74,14.48,4.63333,47.6333
21,Genlis,5613,12.08,5.21667,47.2333
21,Châtellenot,144,11.52,4.48917,47.2362
21,Antheuil,65,10.28,4.75,47.1667
21,Soirans,469,4.42,5.28862,47.2067
21,Cérilly,269,13.9,4.49584,47.8659
21,Vandenesse-en-Auxois,284,11.25,4.6,47.2167
21,Broin,433,14.18,5.1,47.0833
21,Courban,167,17.62,4.73333,47.9167
21,Thomirey,59,7.07,4.58333,47.0833
21,La Roche-Vanneau,150,13.19,4.53333,47.4667
21,Baubigny,222,10.31,4.68333,46.9667
21,Lantilly,104,9.26,4.38333,47.55
21,Jallanges,335,7.48,5.15,46.9833
21,Labergement-lès-Auxonne,352,5.93,5.38333,47.15
21,Buxerolles,23,11.97,4.93333,47.8
21,Éguilly,61,5.69,4.5,47.3
21,Lux,519,23.1,5.21195,47.4909
21,Musigny,89,6.11,4.51667,47.1667
21,Chanceaux,202,21.27,4.7,47.5167
21,Thoisy-la-Berchère,311,34.74,4.33333,47.25
21,Rouvray,605,9.48,4.10389,47.4245
21,Saussey,84,8.97,4.61667,47.0667
21,Vieux-Château,97,6.47,4.13333,47.4667
21,Orville,188,2.24,5.2,47.55
21,Prenois,416,19.16,4.9,47.3833
21,Frénois,90,21.96,4.9,47.5333
21,Auxonne,7741,40.65,5.38333,47.2
21,Écutigny,103,5.69,4.61667,47.0833
21,Diancey,83,9.96,4.36667,47.1833
21,Aubigny-en-Plaine,366,6.34,5.16667,47.1333
21,Savilly,76,8.31,4.28333,47.1167
21,Saint-Jean-de-Losne,1168,0.58,5.25,47.1
21,Chorey-les-Beaune,565,5.59,4.86667,47.05
21,Cormot-le-Grand,146,5.88,4.63333,46.9667
21,Monthelie,164,3.14,4.76667,47
21,Grosbois-lès-Tichey,75,4.85,5.23333,47
21,Beneuvre,95,15.4,4.95,47.7
21,Créancey,524,16.71,4.6,47.25
21,Minot,221,36.18,4.86667,47.6667
21,Bévy,95,5.26,4.85,47.1833
21,Boudreville,60,7.94,4.81667,47.9333
21,Semarey,116,7.32,4.63333,47.2667
21,Laignes,777,40.02,4.36667,47.8333
21,Barges,461,3.85,5.06667,47.2167
21,Chambain,28,9.75,4.91667,47.8
21,Tart-l'Abbaye,231,3.38,5.25,47.1833
21,Courlon,72,9.86,5,47.65
21,Gomméville,151,9.83,4.5,47.9667
21,Fraignot-et-Vesvrotte,68,11.73,4.93333,47.65
21,Premières,120,3.14,5.28333,47.2333
21,Avelanges,42,6.08,5.03333,47.5833
21,Thoisy-le-Désert,208,13.06,4.53333,47.25
21,Saint-Germain-lès-Senailly,93,4.98,4.26667,47.6
21,Vertault,54,19.27,4.35,47.9167
21,Blagny-sur-Vingeanne,138,7.56,5.36667,47.4333
21,Villers-Patras,97,6.3,4.55,47.9333
21,Montigny-sur-Armançon,141,8.12,4.36667,47.4333
21,Panges,80,6.06,4.8,47.3667
21,Courcelles-lès-Semur,238,12.03,4.3,47.45
21,Montot,196,7.51,5.24584,47.1412
21,Moutiers-Saint-Jean,256,4.96,4.21667,47.5667
21,Nogent-lès-Montbard,144,6.45,4.38139,47.6084
21,Talmay,535,22.04,5.43333,47.35
21,Corberon,421,11.72,4.98333,47.0167
21,Posanges,68,5.8,4.51667,47.4167
21,Cléry,122,3.37,5.5,47.2833
21,Pluvault,517,3.46,5.25,47.2167
21,Vernot,71,12.91,4.98333,47.4833
21,Liernais,591,28.53,4.28333,47.2
21,Magnien,334,24.43,4.43333,47.1
21,Magny-lès-Villers,258,3.83,4.88333,47.1
21,Saint-Usage,1199,9.36,5.26667,47.1
21,Veilly,61,5.39,4.6,47.1167
21,Villaines-en-Duesmois,289,33.95,4.5,47.6833
21,Fontaine-Française,933,30.66,5.36667,47.5167
21,Velogny,39,4.03,4.46667,47.4
21,Saint-Seine-l'Abbaye,360,3.84,4.78333,47.4333
21,Chamesson,280,15.76,4.53333,47.7833
21,Clénay,845,5.61,5.11667,47.4
21,Is-sur-Tille,4183,22.53,5.1,47.5167
21,Trouhaut,99,9.4,4.75,47.4
21,Saint-Apollinaire,6276,10.24,5.08333,47.3333
21,Juillenay,54,5.53,4.26667,47.3667
21,Recey-sur-Ource,383,26.69,4.86667,47.7833
21,Montlay-en-Auxois,156,17.36,4.28333,47.35
21,Étalante,127,39.15,4.75,47.6333
21,Labergement-Foigney,407,7.63,5.25,47.25
21,Bressey-sur-Tille,679,7.26,5.18333,47.3
21,Corcelles-les-Monts,652,14.33,4.93333,47.3
21,Seigny,164,7.99,4.43333,47.5833
21,Blancey,70,6.73,4.46667,47.3
21,Arnay-sous-Vitteaux,109,12.14,4.5,47.45
21,Échigey,292,5.45,5.2,47.1833
21,Essey,247,12.61,4.53333,47.2
21,Marcilly-Ogny,198,17.87,4.4,47.25
21,Mavilly-Mandelot,163,9.8,4.73333,47.05
21,Saint-Symphorien-sur-Saône,352,7.9,5.3,47.1
21,Noiron-sur-Seine,81,11.38,4.48333,47.95
21,Franxault,409,12.32,5.28333,47.05
21,Ahuy,1265,6.4,5.03333,47.3667
21,Lanthes,253,9.79,5.2,47
21,Source-Seine,53,16.42,4.68333,47.4833
21,Chaugey,22,6.89,4.95,47.75
21,Marigny-lès-Reullée,191,10.02,4.96667,47
21,Chivres,255,8.23,5.09584,46.9764
21,Chevannes,133,6.29,4.84806,47.1584
21,Leuglay,337,24.56,4.8,47.8167
21,Saffres,122,12.43,4.58333,47.3667
21,Messigny-et-Vantoux,1574,33.92,5.01751,47.4059
21,Pagny-la-Ville,421,6.73,5.16667,47.0667
21,Charny,33,7.8,4.42889,47.3367
21,Fontangy,149,17.61,4.35,47.35
21,Magny-Lambert,97,12.78,4.58333,47.6833
21,Vaux-Saules,191,27.89,4.8,47.4667
21,Auvillars-sur-Saône,308,6.74,5.1,47.05
21,Saint-Didier,214,21.14,4.18306,47.33
21,Tanay,237,12.65,5.26667,47.4167
21,Sombernon,978,13.22,4.7,47.3
21,Gurgy-le-Château,50,17.65,4.92667,47.8267
21,Vesvres,23,4.15,4.53333,47.3833
21,Saint-Nicolas-lès-Cîteaux,434,28.93,5.05,47.1167
21,Savoisy,214,24.77,4.41667,47.7333
21,Molinot,152,12.68,4.58333,47.0167
21,Bagnot,129,12.57,5.08333,47.05
21,Dampierre-en-Montagne,77,10.36,4.56667,47.4333
21,Bèze,724,23.4,5.26667,47.4667
21,Vielverge,496,14.78,5.45,47.2667
21,Pouilly-sur-Saône,667,5.15,5.11667,47.0167
21,Censerey,178,11.99,4.35,47.2
21,La Villeneuve-les-Convers,40,8.88,4.56667,47.5667
21,Montoillot,72,7.71,4.65,47.2667
21,Francheville,245,31.65,4.88333,47.45
21,Curley,144,5.75,4.91667,47.2
21,Alise-Sainte-Reine,617,3.83,4.48333,47.5333
21,Champdôtre,565,10.44,5.3,47.1833
21,Toutry,465,6.42,4.11667,47.5
21,Argilly,465,34.12,5,47.0667
21,Arconcey,216,15.06,4.45,47.2167
21,Grancey-le-Château-Neuvelle,272,27.55,5.02584,47.67
21,Uncey-le-Franc,46,9.52,4.56667,47.35
21,Bonnencontre,431,10.83,5.15,47.0833
21,Buncey,386,27.02,4.56667,47.8167
21,Bellenot-sous-Pouilly,228,14.63,4.55,47.2833
21,Chevigny-Saint-Sauveur,9969,12.11,5.13333,47.3
21,Corcelles-les-Arts,463,5.47,4.8,46.95
21,Étevaux,294,8.67,5.31667,47.3167
21,Saint-Léger-Triey,210,10.46,5.36667,47.3167
21,Pont-et-Massène,201,6.11,4.36667,47.4667
21,Fresnes,174,13.07,4.45,47.6167
21,Villey-sur-Tille,296,12.78,5.1,47.55
21,Beurizot,117,14.5,4.5,47.35
21,Maillys,830,29.79,5.33333,47.1333
21,Buffon,160,8.88,4.28333,47.65
21,Grésigny-Sainte-Reine,136,7.06,4.5,47.55
21,Vignoles,851,6.72,4.88333,47.0333
21,Billy-lès-Chanceaux,80,22.29,4.7,47.5333
21,Ménétreux-le-Pitois,445,6.62,4.46667,47.5667
21,Gissey-sous-Flavigny,100,10.29,4.58333,47.5167
21,Semur-en-Auxois,4195,19.14,4.33361,47.4914
21,Lamargelle,158,25.75,4.83333,47.5333
21,Trochères,180,5.1,5.3,47.35
21,Pont,93,3.49,5.31667,47.1833
21,Bard-lès-Époisses,54,3.54,4.21667,47.5333
21,Beurey-Bauguay,140,7.3,4.43333,47.2333
21,Obtrée,74,5.17,4.56667,47.9167
21,Charencey,29,4.84,4.66667,47.4167
21,Marcenay,113,9.49,4.4,47.8667
21,Senailly,141,9.28,4.26667,47.5833
21,Esbarres,758,15.86,5.21667,47.0833
21,Gissey-sur-Ouche,364,14.48,4.76667,47.2667
21,Turcey,175,12.45,4.71667,47.4
21,Arcey,48,3.47,4.81667,47.2833
21,Aisey-sur-Seine,225,12.72,4.58333,47.75
21,Ruffey-lès-Beaune,678,15.44,4.91667,47.0167
21,Saint-Sauveur,238,9.38,5.41667,47.3667
21,Champeau-en-Morvan,247,33.95,4.14417,47.2764
21,Marliens,449,4.35,5.18333,47.2167
21,Vitteaux,1102,20.7,4.53333,47.4
21,Bissey-la-Pierre,76,8.44,4.43333,47.85
21,Auxant,71,5.56,4.61667,47.1167
21,Maxilly-sur-Saône,340,7.87,5.43333,47.3333
21,Saulieu,2564,32.03,4.23333,47.2667
21,Arrans,66,10.52,4.31667,47.7
21,Bretigny,924,6.84,5.1,47.4
21,Longvic,9290,10.56,5.06667,47.2833
21,Mosson,93,7.41,4.63333,47.9167
21,Essarois,87,18.25,4.76667,47.75
21,Chamblanc,516,10.21,5.15,47.0167
21,Saint-Philibert,446,4.72,5.01667,47.2
21,Varois-et-Chaignot,2004,10.1,5.11667,47.35
21,Bard-le-Régulier,70,9.1,4.31667,47.1333
21,Rouvres-sous-Meilly,97,4.43,4.58333,47.2167
21,Villeferry,31,3.3,4.51667,47.45
21,Longeault,587,1.24,5.25,47.2167
21,Montmain,117,9.07,5.06445,47.0289
21,Selongey,2410,46.42,5.16667,47.5833
21,Champ-d'Oiseau,76,4.83,4.35,47.55
21,Asnières-en-Montagne,186,28.47,4.28333,47.7167
21,Pommard,525,10.05,4.78333,47.0167
21,Collonges-lès-Bévy,94,5.39,4.85,47.1667
21,Saint-Germain-le-Rocheux,89,7.66,4.66667,47.75
21,Châtelet,206,3.64,5.15,47.05
21,Goulles,16,8.93,4.9,47.8833
21,Bligny-sur-Ouche,850,27.99,4.66667,47.1
21,Étormay,79,12.6,4.58333,47.6
21,Mauvilly,73,15.31,4.7,47.7
21,Poiseul-la-Grange,69,22.89,4.8,47.5667
21,Bussières,41,6.31,4.96528,47.6637
21,Ampilly-le-Sec,363,24.4,4.51667,47.8
21,Gemeaux,864,19.34,5.13333,47.4833
21,Pellerey,86,12.44,4.78333,47.5
21,Champignolles,70,6.34,4.56667,47.05
22,Hengoat,203,6.19,-3.2,48.75
22,Saint-Fiacre,226,9.7,-3.06667,48.4667
22,Gouarec,937,6.41,-3.18333,48.2167
22,Plouëc-du-Trieux,1102,18.27,2.80806,48.6739
22,Kermaria-Sulard,979,9.02,-3.36667,48.7667
22,Caulnes,2385,31.36,-2.15,48.2833
22,Trébédan,393,10.97,-2.16667,48.4
22,Gommenec'h,531,11.83,-3.05,48.65
22,Ploufragan,11111,27.06,-2.78333,48.4833
22,Laniscat,813,24.21,-3.11667,48.2333
22,Trézény,320,3.25,-3.36667,48.75
22,Lanloup,269,2.45,-2.96667,48.7167
22,Trédarzec,1135,11.68,-3.2,48.7833
22,Perret,175,12.22,-3.15,48.1833
22,Quemperven,390,7.69,-3.31667,48.7333
22,Fréhel,1637,18.91,1.63389,48.6281
22,Quévert,3626,12.48,-2.08333,48.4667
22,Noyal,836,6.8,-2.48333,48.45
22,Plouguiel,1840,19.07,-3.23333,48.8
22,Merdrignac,2918,57.12,-2.41667,48.2
22,Quemper-Guézennec,1091,23.08,-3.1,48.7
22,Mégrit,747,20.63,-2.25,48.3667
22,Pléboulle,726,14.1,-2.33333,48.6167
22,Perros-Guirec,7511,14.16,-3.45,48.8167
22,Langrolay-sur-Rance,832,5.28,1.9975,48.5542
22,Le Moustoir,672,14.85,-3.5,48.2667
22,Loc-Envel,73,3.36,-3.4,48.5167
22,Mellionnec,403,24.22,-3.3,48.1667
22,Plorec-sur-Arguenon,399,13.65,-2.31667,48.4833
22,Belle-Isle-en-Terre,1072,14.11,-3.4,48.55
22,La Méaugon,1301,6.78,-2.83333,48.5
22,Lanrodec,1180,31.92,-3.03333,48.5167
22,Callac,2365,33.03,-3.42667,48.405
22,Coëtlogon,236,16.35,-2.53333,48.1333
22,Glomel,1389,79.93,-3.4,48.2167
22,Plerneuf,1009,8.3,-2.88333,48.5167
22,Plémet,3047,41,-2.6,48.1833
22,Plougras,441,26.48,-3.56667,48.5167
22,Kermoroc'h,417,6.16,-3.2,48.6167
22,Pléven,565,9.73,-2.31667,48.4833
22,Saint-Michel-en-Grève,474,4.69,-3.56667,48.6833
22,La Roche-Derrien,1010,1.84,-3.26667,48.75
22,Trégastel,2440,7,2.48639,48.817
22,Lanvollon,1767,5.01,-2.98333,48.6333
22,Étables-sur-Mer,3062,9.38,1.16472,48.6264
22,Languenan,1100,15.95,-2.13333,48.5167
22,Saint-Alban,1963,30.43,-2.55,48.5667
22,Moustéru,689,14.28,-3.23333,48.5167
22,Landéhen,1346,11.8,-2.53333,48.4333
22,Landébia,492,3.55,-2.33333,48.5167
22,Binic,3693,5.96,-2.83333,48.6
22,Bringolo,399,9.38,-3,48.5833
22,Bourseul,1072,22.23,-2.26667,48.4833
22,Quintenic,315,7.5,-2.43333,48.5167
22,Saint-Gildas,303,15.54,-3,48.4167
22,Ruca,562,12.13,-2.33333,48.5667
22,Le Hinglé,832,3.37,-2.06667,48.3833
22,Pleudihen-sur-Rance,2825,24.55,0.0480566,48.5109
22,Plounévez-Quintin,1074,42.89,-3.23333,48.2833
22,Paimpol,7634,23.61,-3.05,48.7667
22,Pluduno,2091,28.32,-2.28333,48.5333
22,Lantic,1541,15.81,-2.88333,48.6
22,Runan,255,5.12,-3.2,48.7
22,Le Cambout,475,18.02,-2.61667,48.0667
22,Meslin,987,13.92,-2.56667,48.45
22,Andel,1098,12.2,-2.56667,48.5
22,Kerien,277,21.88,-3.21667,48.3833
22,Saint-Connan,305,13.54,-3.06667,48.4167
22,Maël-Carhaix,1619,36.57,-3.41667,48.2833
22,Saint-Jouan-de-l'Isle,454,8.09,-2.16667,48.2667
22,Loudéac,9857,80.24,-2.75,48.1667
22,Carnoët,770,42.06,-3.51667,48.3667
22,Lanleff,109,2.16,-3.05,48.7
22,Saint-Brieuc,46209,21.88,-2.78333,48.5167
22,Plouzélambre,220,7.84,-3.53333,48.65
22,Yvignac-la-Tour,1199,35.39,-2.18333,48.35
22,Ploumagoar,5142,32.07,-3.13333,48.55
22,Gomené,588,25.37,1.51278,48.1739
22,Pleslin-Trigavou,3425,21.8,1.94528,48.535
22,Saint-Étienne-du-Gué-de-l'Isle,388,14.91,-2.65,48.1
22,Plessala,1881,51.45,-2.63333,48.2833
22,Guingamp,7280,3.41,-3.15,48.55
22,Trémorel,1106,33.76,-2.3,48.2
22,Lancieux,1494,6.69,-2.15,48.6167
22,Plurien,1417,21.65,-2.4,48.6333
22,Pordic,5956,28.94,-2.81667,48.5833
22,Plouagat,2522,31.98,-3,48.5333
22,Goudelin,1657,22.98,-3.01667,48.6
22,Saint-Rieul,458,6.37,-2.41667,48.45
22,Tréguidel,600,6.56,-2.93333,48.6
22,Trédias,515,11.01,-2.23333,48.35
22,Pleumeur-Gautier,1180,18.99,-3.16667,48.8
22,Laurenan,716,30.9,-2.53333,48.2
22,Trégon,234,6.12,-2.18333,48.5667
22,Coadout,543,9.73,-3.18333,48.5167
22,Plussulien,492,22.49,-3.08333,48.2833
22,Plœuc-sur-Lié,3247,44.45,1.24222,48.3464
22,Plouasne,1554,33.61,-2,48.3
22,Plévin,795,27.36,-3.5,48.2167
22,Saint-Carné,891,8.36,-2.06667,48.4167
22,Erquy,3852,26.46,-2.46667,48.6333
22,Saint-Gilles-Pligeaux,272,19.45,-3.08333,48.3833
22,Saint-Julien,2053,5.69,-2.81667,48.45
22,Ploëzal,1225,26.24,-3.2,48.7167
22,Saint-Maudez,295,5.09,-2.18333,48.45
22,Camlez,853,11.66,-3.3,48.7833
22,Pleudaniel,980,18.42,-3.13333,48.7667
22,Saint-Quay-Portrieux,3093,3.87,-2.83333,48.65
22,Plouaret,2189,29.98,-3.46667,48.6167
22,Saint-Barnabé,1262,22.75,-2.7,48.1333
22,Illifaut,685,26.71,-2.35,48.15
22,Bréhand,1438,24.95,-2.58333,48.4
22,Lanrivain,549,36.74,-3.21667,48.35
22,Quintin,2834,3.12,-2.91667,48.4
22,Lannion,20079,43.91,-3.46667,48.7333
22,Plusquellec,570,26.31,-3.48333,48.3833
22,Pluzunet,1019,22.87,-3.36667,48.65
22,Vildé-Guingalan,1199,7.35,-2.15,48.4333
22,Lanmérin,495,4.15,-3.35,48.7333
22,Le Quillio,545,16.16,-2.88333,48.2333
22,Peumerit-Quintin,167,14.8,-3.26667,48.3667
22,Plouisy,1926,23.63,-3.2,48.5833
22,Bourbriac,2351,71.86,-3.18333,48.4833
22,Brélidy,302,8.14,-3.21667,48.6667
22,Trévérec,202,4.33,-3.05,48.65
22,Saint-Connec,266,10.93,-2.91667,48.1833
22,Tréduder,200,4.8,-3.56667,48.65
22,Magoar,89,7.79,2.81306,48.3967
22,Pontrieux,1024,1.02,-3.16667,48.7
22,Pléguien,1201,15.48,-2.95,48.6333
22,Yffiniac,4778,17.44,-2.675,48.4833
22,Moncontour,940,0.48,-2.65,48.35
22,Mûr-de-Bretagne,2108,29.8,-2.98333,48.2
22,Trébeurden,3710,13.4,-3.56667,48.7667
22,Prat,1144,21.87,-3.3,48.6833
22,Gurunhuel,398,19.58,-3.3,48.5167
22,Île-de-Bréhat,414,3.09,1,48.8462
22,Saint-Brandan,2369,25.16,-2.86667,48.3833
22,Calorguen,671,8.48,1.97111,48.4103
22,La Bouillie,847,10.91,-2.43333,48.5667
22,Trévron,704,9.6,-2.06667,48.3833
22,Trégrom,401,16.64,-3.4,48.6
22,Trélivan,2501,11.1,-2.11667,48.4333
22,Tréveneuc,779,6.65,-2.86667,48.6667
22,Corlay,1011,13.8,-3.05,48.3167
22,Pédernec,1905,27.05,-3.28333,48.6
22,Saint-Hervé,403,9.83,-2.83333,48.2833
22,Trégonneau,511,6.32,-3.16667,48.6167
22,Tramain,649,9.25,-2.4,48.4
22,Plancoët,3082,11.49,-2.25,48.5333
22,Saint-Jacut-de-la-Mer,853,2.92,-2.18333,48.6
