Dep,Nom,Population 2010,Surface en km²,Longitude,Latitude
45,Gy-les-Nonains,638,20.13,2.85139,47.9473
45,Bouilly-en-Gâtinais,344,15.96,2.28333,48.0833
45,Cerdon,1039,67.07,2.36667,47.6333
45,Vannes-sur-Cosson,600,35.65,2.21667,47.7167
45,Cernoy-en-Berry,457,28.23,2.66667,47.5414
45,Treilles-en-Gâtinais,297,13.97,2.65972,48.0787
45,Léouville,66,4.28,2.08333,48.2167
45,Cercottes,1232,24.24,1.88333,47.9833
45,Orville,109,7.19,2.43333,48.2333
45,Moulon,188,9.4,2.6,48.0167
45,Dimancheville,112,2.35,2.43333,48.2333
45,Saint-Gondon,1099,22.4,2.53333,47.7
45,Fontenay-sur-Loing,1713,9.73,2.76667,48.1
45,Auvilliers-en-Gâtinais,352,20.61,2.5,47.9667
45,Ervauville,565,12.54,2.98333,48.0833
45,Saint-Firmin-sur-Loire,502,24.76,2.73333,47.6167
45,Seichebrières,173,14.84,2.26667,47.9667
45,Ouzouer-sur-Loire,2765,34.27,2.48333,47.7667
45,Charsonville,588,24.55,1.58333,47.9333
45,Le Moulinet-sur-Solin,138,19.37,2.61667,47.8333
45,Chaingy,3531,21.69,1.76667,47.8833
45,Saint-Père-sur-Loire,1040,10.69,2.37028,47.7748
45,Thignonville,330,9.16,2.16667,48.2833
45,Beaugency,7659,16.45,1.63333,47.7833
45,Coudray,404,12.42,2.36667,48.2667
45,Pithiviers,8804,6.94,2.25,48.1667
45,La Neuville-sur-Essonne,366,9.19,2.36667,48.1833
45,Chevilly,2495,41.76,1.88333,48.0333
45,Villamblain,275,25.95,1.55,48.0167
45,Montargis,14649,4.46,2.75,48
45,Préfontaines,461,11.75,2.68333,48.1
45,Thou,237,15.16,2.90834,47.5803
45,Batilly-en-Gâtinais,404,10.32,2.38333,48.0667
45,Baule,2043,12.11,1.66667,47.8167
45,Bougy-lez-Neuville,189,16.73,2.03333,48.0333
45,Ramoulu,259,11.96,2.28333,48.2167
45,Courcy-aux-Loges,434,20.9,2.21667,48.0667
45,Montereau,622,50.12,2.56667,47.85
45,Griselles,801,30.32,2.83333,48.0833
45,Vitry-aux-Loges,1850,44.06,2.26667,47.9333
45,Greneville-en-Beauce,662,22.47,2.11667,48.1833
45,Sully-la-Chapelle,416,26.17,2.18333,47.9667
45,Corquilleroy,2621,13.96,2.7,48.05
45,Bazoches-sur-le-Betz,985,15.38,2.98333,48.1333
45,Meung-sur-Loire,6086,20.35,1.7,47.8333
45,Vieilles-Maisons-sur-Joudry,600,16.46,2.44472,47.8859
45,Saint-Maurice-sur-Fessard,1160,15.38,2.61667,48
45,Oussoy-en-Gâtinais,406,23.23,2.65,47.9167
45,Rozières-en-Beauce,183,9.17,1.7,47.9333
45,Aschères-le-Marché,1191,20.9,2,48.1
45,Guilly,666,17.03,2.28333,47.8
45,Marsainvilliers,302,10.82,2.28333,48.2167
45,Ruan,232,16.26,1.93917,48.1117
45,Grangermont,209,3.93,2.41667,48.1833
45,Juranville,485,15.23,2.5,48.05
45,Courtemaux,289,12.19,2.93333,48.05
45,Augerville-la-Rivière,236,4.03,2.43333,48.25
45,La Bussière,793,35.23,2.75084,47.7456
45,Semoy,3107,7.78,1.95,47.9333
45,Faverelles,159,18.92,2.93333,47.5667
45,Nesploy,387,12.87,2.36667,48
45,Chilleurs-aux-Bois,1841,52.22,2.13333,48.0667
45,Engenville,507,18.1,2.25,48.2333
45,Gidy,1585,23.91,1.83333,47.9833
45,Saint-Lyé-la-Forêt,1098,27.22,1.98333,48.05
45,Châlette-sur-Loing,13050,13.13,2.73333,48.0167
45,Chuelles,1136,30.82,2.96667,48
45,Oison,130,12.09,1.96667,48.1333
45,Sandillon,3865,41.31,2.03333,47.85
45,Villeneuve-sur-Conie,204,17.97,1.65,48.05
45,Bonnée,670,11.61,2.38333,47.8
45,Saint-Martin-sur-Ocre,1244,15.79,2.66667,47.65
45,Choux,500,33.36,2.66667,47.8
45,La Chapelle-Saint-Mesmin,9658,8.96,1.83333,47.8833
45,Autry-le-Châtel,1017,50.56,2.60222,47.5975
45,Dammarie-en-Puisaye,180,25.89,2.86667,47.6333
45,Laas,203,6.6,2.21667,48.1167
45,Pierrefitte-ès-Bois,286,27.18,2.71667,47.5083
45,Donnery,2533,21.77,2.1,47.9167
45,Boisseaux,422,7.19,1.98333,48.25
45,Beaulieu-sur-Loire,1785,48.83,2.81667,47.5427
45,Morville-en-Beauce,187,11.02,2.16667,48.25
45,Briarres-sur-Essonne,537,8.23,2.41667,48.2333
45,Bordes,1777,24.02,2.4,47.8167
45,Beaune-la-Rolande,2018,20.55,2.43333,48.0667
45,Saint-Aignan-le-Jaillard,573,24.31,2.43333,47.75
45,Foucherolles,295,9.8,3.01667,48.0833
45,Montcresson,1299,21,2.81667,47.9
45,Fleury-les-Aubrais,21171,10.12,1.91667,47.9333
45,Ouzouer-sur-Trézée,1276,61.63,2.8,47.6667
45,Intville-la-Guétard,123,4.88,2.21667,48.25
45,La Selle-en-Hermoy,779,19.56,2.9,48.0167
45,Bazoches-les-Gallerandes,1452,36.73,2.05,48.1667
45,Mareau-aux-Prés,1290,13.34,1.78333,47.8667
45,Sainte-Geneviève-des-Bois,1081,40.74,2.81667,47.8167
45,Bonny-sur-Loire,2049,25.8,2.83333,47.5667
45,Lion-en-Beauce,135,7,1.93333,48.1333
45,Girolles,676,13.9,2.71667,48.0667
45,Isdes,590,43.89,2.25,47.6667
45,Épieds-en-Beauce,1429,40.22,1.61667,47.95
45,Lorris,2966,44.91,2.51667,47.8833
45,Viglain,897,39.99,2.3,47.7333
45,Tivernon,238,12.61,1.93333,48.15
45,Saint-Cyr-en-Val,3107,44.23,1.96667,47.8333
45,Attray,214,16.74,2.11667,48.1167
45,Germigny-des-Prés,730,9.78,2.26667,47.85
45,Guigneville,527,32.01,2.16667,48.2
45,Ousson-sur-Loire,743,5.35,2.78333,47.5833
45,Cléry-Saint-André,3255,18.13,1.75,47.8167
45,Césarville-Dossainville,220,19.06,2.27639,48.2612
45,Férolles,1175,17.05,2.11667,47.8333
45,Saint-Martin-d'Abbat,1643,38.97,2.26667,47.85
45,Conflans-sur-Loing,359,9.14,2.78333,47.95
45,Chantecoq,524,15.93,2.96667,48.05
45,Triguères,1355,35.78,2.98333,47.9333
45,Boulay-les-Barres,1120,12.45,1.78333,47.9833
45,Ingrannes,521,38.98,2.2,47.9833
45,Combleux,475,1.1,1.98333,47.9
45,Manchecourt,641,16.23,2.33333,48.2333
45,Nancray-sur-Rimarde,554,11.58,2.33333,48.0667
45,Yèvre-la-Ville,699,26.77,2.31667,48.1333
45,Chailly-en-Gâtinais,675,18.37,2.55,47.95
45,Chécy,8208,15.47,2.01667,47.9
45,Saint-Michel,125,5.14,2.36667,48.0667
45,Mézières-lez-Cléry,793,27.01,1.80417,47.8187
45,Thorailles,158,3.45,2.9,48.0167
45,Marcilly-en-Villette,1999,62.66,2.01667,47.7667
45,Bucy-le-Roi,191,4.58,1.91667,48.0667
45,Montbouy,745,26.73,2.81667,47.8667
45,Poilly-lez-Gien,2341,33.29,2.6,47.6833
45,Autruy-sur-Juine,728,27.11,2.1,48.2667
45,Huêtre,252,13.15,1.8,48.0167
45,Ménestreau-en-Villette,1467,53.62,2.01667,47.7
45,Erceville,323,12.72,2.03333,48.2333
45,Breteau,73,16.45,2.9,47.6833
45,Rozoy-le-Vieil,391,8.14,2.94556,48.1245
45,Chaussy,341,12.94,1.98333,48.1667
45,Boismorand,863,25.15,2.71667,47.7833
45,Estouy,519,18.07,2.31667,48.1833
45,Ormes,3435,18.15,1.8,47.9333
45,Nogent-sur-Vernisson,2594,33.27,2.75,47.85
45,Villemoutiers,492,16.18,2.55,48
45,Andonville,196,11.94,2.01667,48.2667
45,Chevillon-sur-Huillard,1308,19.34,2.63333,47.9667
45,Malesherbes,6190,17.61,2.41667,48.3
45,Saran,15120,19.65,1.88333,47.95
45,Trinay,214,17.22,1.95,48.0833
45,Desmonts,172,4.76,2.5,48.2333
45,Vimory,1123,26.22,2.68333,47.95
45,Loury,2519,34.36,2.08333,48
45,Boiscommun,1147,16.06,2.38333,48.0333
45,Sigloy,664,9.46,2.23333,47.8333
45,Le Bignon-Mirabeau,282,12.83,2.91667,48.15
45,Bromeilles,318,14.75,2.5,48.1833
45,Saint-Sigismond,295,14.93,1.68333,47.9833
45,Villorceau,1158,9.5,1.6,47.8
45,Vrigny,778,16.14,2.23333,48.0833
45,Dry,1391,22.64,1.71667,47.8
45,Dampierre-en-Burly,1260,47.44,2.51667,47.7667
45,Vienne-en-Val,1887,35.94,2.13333,47.8
45,Bray-en-Val,1366,22.32,2.36667,47.8333
45,Gondreville,371,8.07,2.65472,48.0509
45,Châtenoy,420,25.84,2.4,47.9167
45,Ferrières-en-Gâtinais,3395,27.32,2.78333,48.0833
45,Noyers,722,18.06,2.51667,47.9167
45,Villereau,402,9.12,1.98333,48.0667
45,Langesse,79,8.97,2.66667,47.8167
45,Montigny,250,5.36,2.11667,48.1167
45,Saint-Hilaire-sur-Puiseaux,166,11.34,2.7,47.9
45,Mézières-en-Gâtinais,260,9.86,2.48333,48.0333
45,Ligny-le-Ribault,1305,59.21,1.78333,47.6833
45,Lion-en-Sullias,393,24.49,2.48333,47.7333
45,Courtenay,3976,50.13,3.05,48.0333
45,Charmont-en-Beauce,402,18.05,2.1,48.2333
45,Cravant,949,33.91,1.56667,47.8333
45,Saint-Hilaire-Saint-Mesmin,2847,14.12,1.83333,47.8667
45,Boynes,1266,15.43,2.35,48.1167
45,La Chapelle-Onzerain,115,7.06,1.61667,48.0333
45,Mignerette,357,6.21,2.6,48.05
45,Vennecy,1408,10.71,2.05,47.95
45,Huisseau-sur-Mauves,1638,37.16,1.7,47.9
45,Mareau-aux-Bois,608,11.61,2.18333,48.1
45,Pers-en-Gâtinais,225,10.69,2.9,48.1167
45,Boigny-sur-Bionne,2164,7.53,2.01667,47.9333
45,Saint-Firmin-des-Bois,489,19.05,2.91667,47.9667
45,Beauchamps-sur-Huillard,413,18.09,2.45306,47.9384
45,Saint-Hilaire-les-Andrésis,976,25.71,3.01667,48.05
45,Chevannes,343,11.99,2.85833,48.1333
45,Combreux,241,12.67,2.3,47.95
45,Orveau-Bellesauve,381,15.8,2.33333,48.2833
45,Nargis,1394,22.27,2.75,48.1
45,Pithiviers-le-Vieil,1828,33.68,2.21667,48.1667
45,Courtempierre,243,13.3,2.61667,48.1
45,Mignères,317,5.12,2.63333,48.05
45,Solterre,500,9.8,2.75,47.9
45,Labrosse,79,4.09,2.38333,48.2333
45,Santeau,367,8.71,2.15,48.0833
45,La Chapelle-sur-Aveyron,550,19.03,2.86667,47.8667
45,Lorcy,546,16.75,2.53333,48.05
45,Saint-Ay,3161,10.07,1.75,47.85
45,Ouvrouer-les-Champs,521,10.54,2.17861,47.8323
45,Saint-Aignan-des-Gués,342,3.84,2.31667,47.85
45,Patay,2080,13.8,1.7,48.05
45,Auxy,994,20.28,2.46667,48.1167
45,Artenay,1827,20.5,1.88333,48.0833
45,Saint-Loup-des-Vignes,441,8.86,2.41667,48.0333
45,Mormant-sur-Vernisson,125,10.92,2.73333,47.95
45,Pannecières,118,7.02,2.15,48.2833
45,Saint-Maurice-sur-Aveyron,873,53.76,2.93333,47.85
45,Boësses,390,13.13,2.45,48.15
45,Lailly-en-Val,2639,45.61,1.68333,47.7667
45,Bellegarde,1759,4.93,2.44278,47.9892
45,Coulmiers,535,14.28,1.66667,47.9333
45,Pressigny-les-Pins,454,11.91,2.75,47.8833
45,Melleroy,519,24.23,2.95,47.9
45,Aillant-sur-Milleron,389,26.93,2.93333,47.8
45,La Cour-Marigny,349,13.43,2.6,47.9
45,Bordeaux-en-Gâtinais,117,9.46,2.51667,48.1
45,Bondaroy,393,6.94,2.28333,48.1667
45,Sully-sur-Loire,5443,43.6,2.36667,47.7667
45,Darvoy,1869,8.58,2.1,47.8667
45,Saint-Jean-de-la-Ruelle,16631,6.1,1.86667,47.9167
45,Feins-en-Gâtinais,50,11.89,2.85,47.75
45,Saint-Pryvé-Saint-Mesmin,5188,8.87,1.86667,47.8833
45,Saint-Jean-le-Blanc,8185,7.66,1.91667,47.9
45,Châtillon-sur-Loire,3132,40.67,2.75,47.5833
45,Saint-Péravy-la-Colombe,688,18.96,1.7,48
45,Villevoques,205,5.06,2.63333,48.0333
45,Ingré,7899,20.82,1.81667,47.9167
45,Saint-Denis-en-Val,7162,17.11,1.95,47.8833
45,Le Charme,151,13.82,3,47.8
45,Aulnay-la-Rivière,507,16.14,2.38333,48.2
45,Orléans,114167,27.48,1.9,47.9167
45,Villemurlin,584,48.95,2.33333,47.6833
45,Châteauneuf-sur-Loire,8005,40.01,2.23333,47.8667
45,Ondreville-sur-Essonne,389,6.57,2.4,48.2
45,Olivet,19583,23.39,1.9,47.8667
45,Messas,875,5.21,1.63333,47.8
45,Fay-aux-Loges,3349,26.48,2.13333,47.9333
45,Gaubertin,268,7.29,2.41667,48.1167
46,Cornac,355,13.76,1.88333,44.9167
46,Rouffilhac,161,6.5,1.41667,44.7833
46,Loubressac,520,23.75,1.8,44.8833
46,Crégols,78,18.35,1.7,44.4667
46,Arques,207,15.05,1.26667,44.6
46,Lavercantière,273,14.99,1.3,44.6333
46,Montbrun,116,8.34,1.91667,44.5
46,Saint-Michel-Loubéjou,383,5.25,1.85,44.9
46,Parnac,390,5.77,1.3,44.5
46,Puyjourdes,70,7.83,1.86667,44.4167
46,Pontcirq,158,8.94,1.28333,44.55
46,Trespoux-Rassiels,765,20.7,1.36667,44.4167
46,Lauresses,283,23.73,2.13333,44.7667
46,Bretenoux,1355,5.69,1.83333,44.9167
46,Mauroux,539,16.2,1.04639,44.4553
46,Sainte-Alauzie,137,12.22,1.3,44.3167
46,Cézac,180,17.34,1.35,44.3333
46,Gintrac,112,6.79,1.76667,44.9
46,Le Bastit,147,28.25,1.66667,44.7167
46,Saint-Matré,117,6.41,1.13333,44.4
46,Esclauzels,218,17.73,1.61667,44.4333
46,Estal,124,6.04,1.85,44.9167
46,Pescadoires,135,3.28,1.16667,44.5
46,Autoire,342,7.15,1.83333,44.85
46,Belfort-du-Quercy,523,36.19,1.55,44.25
46,Lauzès,167,6.39,1.58333,44.5667
46,Pinsac,742,19.69,1.51667,44.85
46,Labastide-Marnhac,1139,28.87,1.38333,44.4
46,Livernon,633,25.86,1.85,44.65
46,Montredon,285,11.78,2.18333,44.6167
46,Castelfranc,409,5.71,1.21667,44.5
46,Larroque-Toirac,143,6.56,1.95,44.5167
46,Quatre-Routes-du-Lot,672,2.8,1.64528,44.9973
46,Laramière,320,22.08,1.88333,44.3333
46,Mayrac,268,7.86,1.56667,44.9
46,Cuzac,238,5.02,2.15,44.5833
46,Saint-Jean-de-Laur,208,21.57,1.85,44.4333
46,Figeac,9810,35.16,2.03333,44.6
46,Gagnac-sur-Cère,736,12.83,1.87722,44.9389
46,Promilhanes,214,14.55,1.81667,44.3833
46,Comiac,234,29.27,2,44.9333
46,Saillac,143,16.28,1.76667,44.3333
46,Creysse,293,9.51,1.6,44.8833
46,Aynac,590,21.55,1.85,44.7833
46,Montlauzun,128,6.48,1.21667,44.3
46,Saint-Germain-du-Bel-Air,528,21.47,1.43333,44.65
46,Lhospitalet,449,14.65,1.40806,44.3612
46,Lherm,242,13.47,1.24167,44.5667
46,Milhac,199,5.42,1.33333,44.8
46,Soturac,661,19.55,1.01667,44.5
46,Labastide-du-Haut-Mont,45,9.85,2.12084,44.8348
46,Linac,215,12.3,2.13333,44.6667
46,Saint-Médard-de-Presque,200,5.29,1.85,44.8667
46,Glanes,286,2.72,1.88333,44.9167
46,Bio,310,10.79,1.78333,44.7833
46,Labastide-du-Vert,235,10.44,1.28333,44.5167
46,Saint-Cirq-Madelon,145,7.49,1.3,44.7833
46,Saint-Médard,164,11.78,1.29417,44.5384
46,Cardaillac,566,18.1,2,44.6833
46,Sérignac,302,18.44,1.10472,44.4342
46,Saint-Laurent-les-Tours,913,10.84,1.9,44.8667
46,Meyronne,300,8.04,1.58333,44.8833
46,Saint-Céré,3545,11.33,1.9,44.8667
46,Touzac,355,4.89,1.05,44.5
46,Montet-et-Bouxal,229,11.51,2.06667,44.7333
46,Cressensac,637,23.04,1.51667,45.0167
46,Rignac,267,9.64,1.69556,44.8064
46,Latouille-Lentillac,239,11.71,1.98333,44.85
46,Sauliac-sur-Célé,110,25.13,1.71667,44.5167
46,Bagnac-sur-Célé,1556,22.29,2.15834,44.6664
46,Lalbenque,1619,52.24,1.55,44.3333
46,Théminettes,169,8.71,1.86667,44.7167
46,Gigouzac,231,9.91,1.43333,44.5833
46,Montamel,96,9.61,1.44889,44.6062
46,Condat,414,6.12,1.66667,44.9917
46,Lissac-et-Mouret,939,15.55,1.98778,44.6264
46,Saint-Bressou,118,10.03,1.98333,44.7
46,Lagardelle,139,3.07,1.18333,44.4833
46,Soulomès,120,7.67,1.6,44.6333
46,Saint-Daunès,216,10.11,1.25,44.3667
46,Saint-Cyprien,308,15.07,1.25,44.3167
46,Issendolus,528,18.91,1.8,44.7333
46,Lacave,285,21.19,1.56667,44.85
46,Saint-Sulpice,132,13.19,1.79083,44.5695
46,Saignes,74,3.55,1.81667,44.7833
46,Sénaillac-Lauzès,133,25.78,1.65,44.6
46,Fontanes-du-Causse,75,15.01,1.65,44.6667
46,Saint-Pantaléon,246,19.37,1.28333,44.3667
46,Montvalent,302,27.61,1.61667,44.8833
46,Frayssinet,318,16.83,1.48333,44.6667
46,Lacapelle-Cabanac,163,8.04,1.06667,44.4667
46,Crayssac,737,14.95,1.31667,44.5
46,Boussac,168,7.77,1.93333,44.6
46,Albas,516,21.84,1.23333,44.4667
46,Saint-Jean-Mirabel,236,9.2,2.10834,44.6212
46,Cadrieu,158,5.24,1.88333,44.4833
46,Sénaillac-Latronquière,141,11.26,2.08333,44.8167
46,Saint-Martin-de-Vers,122,9.93,1.55,44.55
46,Cajarc,1119,25.1,1.85,44.4833
46,Le Bouyssou,122,5.62,1.95,44.6833
46,Montgesty,310,11.88,1.28333,44.5667
46,Quissac,117,25.17,1.73333,44.6333
46,Montcuq,1273,32.22,1.21667,44.3333
46,Thédirac,310,16.51,1.31667,44.6
46,Anglars-Juillac,349,5.48,1.21667,44.4833
46,Carlucet,231,33.7,1.61667,44.7167
46,Soucirac,103,11.31,1.5,44.7
46,Saint-Clair,144,11,1.4,44.7
46,Saint-Cirq-Souillaguet,146,8.54,1.45,44.7
46,Blars,126,25.68,1.71667,44.5667
46,Larnagol,133,24.36,1.78333,44.4833
46,Mayrinhac-Lentour,519,15.57,1.8,44.8167
46,Saint-Michel-de-Bannières,303,7.74,1.68333,44.9833
46,Martel,1650,35.28,1.60889,44.937
46,Carnac-Rouffiac,249,13.57,1.25,44.4167
46,Beaumat,76,8.1,1.51667,44.65
46,Cabrerets,231,43.38,1.65,44.5
46,Le Montat,972,22.54,1.45,44.3833
46,Saint-Cirq-Lapopie,217,17.89,1.66667,44.4667
46,Frontenac,76,2.84,1.98333,44.55
46,Laroque-des-Arcs,503,7.69,1.46667,44.4833
46,Sainte-Croix,85,7.77,1.16667,44.3417
46,Reilhaguet,120,15.96,1.5,44.7667
46,Vergne,433,8.82,1.76667,44.8
46,Ginouillac,171,9.42,1.53833,44.7259
46,Viazac,300,17.74,1.83333,44.6667
46,Cavagnac,444,10.34,1.64,45.0087
46,Rampoux,101,5.83,1.3,44.6333
46,Albiac,87,3.83,1.81667,44.7667
46,Cahus,189,10.01,1.93333,44.95
46,Flaugnac,430,30.96,1.38333,44.2833
46,Lunan,528,6.15,2.1,44.6167
46,Cazals,617,10.57,1.22639,44.6434
46,Léobard,207,10.3,1.3,44.7167
46,Vaylats,270,26.37,1.65,44.3333
46,Camboulit,251,5.19,1.96667,44.6
46,Brengues,206,20.56,1.83333,44.5667
46,Carayac,79,6.87,1.93333,44.5333
46,Saint-Géry,458,13.58,1.58333,44.4833
46,Anglars-Nozac,307,9.83,1.41667,44.7833
46,Faycelles,630,14.08,1.98333,44.5667
46,Escamps,169,12.11,1.58333,44.4
46,Prayssac,2469,24.05,1.18806,44.5039
46,Cremps,328,19.66,1.61667,44.4
46,Cieurac,426,18.7,1.51667,44.3833
46,Fourmagnac,155,3.78,2,44.65
46,Lascabanes,189,16.58,1.3,44.35
46,Sauzet,516,11.09,1.25,44.4167
46,Lunegarde,90,10.43,1.68333,44.6833
46,Fargues,159,14.79,1.21667,44.4167
46,Bagat-en-Quercy,196,16.63,1.24195,44.372
46,Couzou,107,21.72,1.61667,44.7667
46,Ladirat,114,8.93,1.98333,44.8167
46,Bach,170,21.02,1.68333,44.35
46,Saux,121,8.31,1.08333,44.3833
46,Masclat,347,10.02,1.4,44.8333
46,Girac,369,4.4,1.81667,44.9167
46,Lanzac,592,14.62,1.48333,44.8667
46,Concorès,287,19,1.4,44.6667
46,Lugagnac,118,15.81,1.73333,44.4167
46,Prendeignes,214,15.76,2.11667,44.6833
46,Thémines,222,13.35,1.83333,44.7333
46,Laburgade,314,12.57,1.55,44.3833
46,Sarrazac,571,18.38,1.58333,45.0167
46,Vers,422,17.94,1.56667,44.4833
46,Saint-Chamarand,206,13.09,1.46667,44.6833
46,Payrac,653,19.5,1.46667,44.8
46,Saint-Paul-de-Vern,194,10.84,1.95,44.8333
46,Lamativie,65,12.82,2.03333,44.95
46,Montcabrier,351,21.75,1.07417,44.5417
46,Pern,477,25.66,1.4,44.3167
46,Saint-Denis-lès-Martel,355,7.93,1.65,44.9333
46,Le Bourg,296,13.15,1.91667,44.7167
46,Rueyres,230,9.31,1.84639,44.7481
46,Francoulès,217,13.61,1.48333,44.55
46,Rudelle,191,6.83,1.88333,44.7167
46,Bouziès,78,8.2,1.63333,44.4833
46,Caillac,575,7.44,1.35,44.4833
46,Cassagnes,207,11.62,1.15,44.55
46,Gramat,3537,57.07,1.71667,44.7833
46,Saint-Simon,160,9.26,1.86667,44.7
46,Le Boulvé,179,19.51,1.16667,44.4333
46,Corn,198,15.26,1.91667,44.6
46,Beauregard,241,15.3,1.8,44.3333
46,Nadillac,74,7.35,1.51667,44.55
46,Capdenac,1092,10.9,2.06917,44.5809
46,Duravel,960,14.97,1.08333,44.5167
46,Miers,437,25.28,1.7,44.85
46,Baladou,409,15.74,1.56667,44.9167
46,Nadaillac-de-Rouge,190,7.73,1.43333,44.85
46,Lamagdelaine,751,10.58,1.48333,44.4667
46,Vidaillac,167,9.49,1.83333,44.35
46,Bessonies,101,7.41,2.15,44.8
46,Peyrilles,366,28.41,1.41667,44.6167
46,Latronquière,544,10.37,2.08333,44.8
46,Saint-Sozy,503,8.59,1.56667,44.8833
46,Vire-sur-Lot,380,7.77,1.08695,44.4909
46,Villesèque,392,23.56,1.3,44.4
46,Durbans,129,27.81,1.76667,44.6667
46,Bétaille,1072,13.99,1.73333,44.95
46,Salviac,1263,29.61,1.26667,44.6833
46,Saint-Maurice-en-Quercy,230,13,1.95,44.75
46,Castelnau-Montratier,1847,72.54,1.35306,44.2689
46,Sainte-Colombe,191,11.35,2.01667,44.7167
46,Belmont-Sainte-Foi,109,9.01,1.65,44.2833
46,Reyrevignes,296,12.44,1.91667,44.65
46,Molières,368,12.77,1.93528,44.7939
46,Thégra,496,12.82,1.75,44.8167
46,Floirac,275,19.02,1.65,44.9167
46,Alvignac,733,13.05,1.7,44.8333
46,Issepts,179,9.15,1.93333,44.6667
46,Calamane,465,7.6,1.38333,44.5167
46,Camburat,446,8.03,2.01667,44.6333
46,Reilhac,172,12.98,1.71667,44.7
46,Saint-Sauveur-la-Vallée,47,6.7,1.55,44.6
46,Sonac,79,7.34,1.88333,44.7
46,Saint-Perdoux,199,12.53,2.06667,44.6667
46,Frayssinhes,198,12.15,1.95,44.8667
46,Saint-Caprais,80,8.85,1.15833,44.6083
46,Saint-Jean-Lagineste,318,12.66,1.86083,44.8234
46,Ussel,76,6.74,1.5,44.5833
46,Biars-sur-Cère,1906,3.63,1.86667,44.9333
46,Saint-Pierre-Lafeuille,355,8.52,1.43333,44.5167
46,Saint-Médard-Nicourby,88,7.77,2.05,44.7667
46,Saint-Vincent-Rive-d'Olt,491,19.9,1.28333,44.4667
46,Saint-Vincent-du-Pendit,164,9.24,1.91667,44.8333
46,Lacam-d'Ourcet,124,14.08,2,44.85
46,Lacapelle-Marival,1328,11.61,1.93333,44.7167
46,Labastide-Murat,659,27.27,1.56667,44.65
46,Flaujac-Gare,92,8.09,1.8,44.7167
46,Saint-Hilaire,76,7.93,2.15528,44.775
46,Gourdon,4640,45.56,1.38333,44.7333
46,Marminiac,383,22.88,1.21667,44.6667
46,Uzech,220,12.21,1.38333,44.5833
46,Sabadel-Lauzès,92,8.79,1.61667,44.5667
46,Mechmont,115,6.71,1.48333,44.5667
46,Puybrun,904,4.36,1.8,44.9167
46,Maxou,291,12.59,1.44167,44.5417
46,Saint-Cirgues,379,32.5,2.11667,44.7333
46,Saint-Martin-le-Redon,209,10.6,1.05,44.5333
46,Frayssinet-le-Gélat,383,23.14,1.16667,44.5833
46,Laval-de-Cère,342,7.98,1.93333,44.95
46,Cuzance,547,29.74,1.55,44.9667
46,Gindou,310,15.65,1.26667,44.6333
46,Le Vigan,1476,34.4,1.43333,44.75
46,Calvignac,202,17.89,1.8,44.4667
46,Assier,684,16.49,1.88333,44.6667
46,Prudhomat,716,12.39,1.83333,44.9
46,Grèzes,162,11.02,1.81667,44.6167
46,Saint-Jean-Lespinasse,434,5.99,1.86667,44.8667
46,Nuzéjouls,335,4.74,1.36667,44.5333
46,Saint-Projet,397,15.83,1.49056,44.7448
46,Espère,1004,6.31,1.36667,44.5
46,Saint-Chels,158,17.86,1.8,44.5167
46,Pradines,3490,16.49,1.4,44.4833
46,Arcambal,997,23.11,1.51667,44.45
46,Cambayrac,143,7.39,1.26667,44.4333
46,Lebreil,154,10.2,1.18333,44.3333
46,Valprionde,129,15.92,1.11667,44.3667
46,Saint-Paul-de-Loubressac,562,20.19,1.44833,44.2973
46,Souillac,3817,25.92,1.48333,44.9
46,Junies,251,13.06,1.25,44.5333
46,Loupiac,270,12.65,1.46083,44.8178
46,Payrignac,696,21.64,1.35,44.75
46,Espeyroux,96,7.64,1.93333,44.7667
46,Cambes,331,6.57,1.95,44.6167
46,Fons,393,14.95,1.96667,44.65
46,Luzech,1679,22.13,1.28333,44.4833
46,Caniac-du-Causse,339,35,1.63333,44.6167
46,Montfaucon,526,26.18,1.56667,44.6833
46,Séniergues,133,18.17,1.55,44.7
46,Lentillac-du-Causse,110,13.68,1.63333,44.55
46,Dégagnac,607,37.9,1.31667,44.6667
46,Espagnac-Sainte-Eulalie,85,9.75,1.88333,44.5833
46,Lentillac-Saint-Blaise,138,5.75,2.13333,44.6
46,Aujols,307,16.43,1.56667,44.4167
46,Varaire,306,25.52,1.73333,44.35
46,Calviac,165,26.49,2.06667,44.9167
46,Douelle,823,8.77,1.36667,44.4667
46,Lamothe-Fénelon,338,13.99,1.41667,44.8333
46,Pomarède,186,7.04,1.18333,44.5667
46,Rocamadour,675,49.42,1.63333,44.8
46,Sousceyrac,907,57.64,2.03333,44.8667
46,Padirac,189,8.86,1.75,44.8333
46,Terrou,189,9.94,2,44.7833
46,Teyssieu,187,13.63,1.96667,44.9167
46,Montcléra,273,20.91,1.23333,44.6167
46,Bélaye,218,18.69,1.2,44.4667
46,Saint-Denis-Catus,205,10.78,1.38333,44.5667
46,Belmont-Bretenoux,354,6.65,1.88333,44.8833
46,Cahors,20194,64.72,1.43333,44.4333
46,Espédaillac,261,34.93,1.78333,44.6333
46,Puy-l'Évêque,2106,26.38,1.13333,44.5
46,Planioles,488,5.85,2.05,44.6333
46,Marcilhac-sur-Célé,197,27.35,1.76667,44.55
46,Boissières,372,13.03,1.4,44.5333
